job_title,company_name,time_posted,num_applicants,job_description
Growth Hacker,Banco Unión,1 week ago,28 applicants,"Gestionar y monitorear el rendimiento de las diferentes plataformas sociales para optimizar las conversiones, entregando resultados medibles y accionables en todos los activos digitales de la compañía para impulsar el crecimiento del negocio y del ROI a partir del análisis de datos y del comportamiento de los clientes y usuarios.
Conocimientos
 Capacidad para gestionar Social Media desde un punto de vista estratégico
 Dominio de SEO en contenidos y conocimientos funcionales de SEO técnico
 Herramientas de gestión Deseables (Agora Pulse, Shareable, Social Bakers, Zapier, Sproud Social entre otras)
 Conocimiento de Analytica Web, Inbound Marketing, Digital Marketing
 Conocimientos del funnel (el embudo de conversión)
 Compra de medios masivos
 Google Ads, Facebook Ads y pauta programática.
 Experto en MS Office (Word, Excel, Powrpoint, etc)
 A/B Testing"
Growth Hacker,Banco Unión,1 week ago,,"Gestionar y monitorear el rendimiento de las diferentes plataformas sociales para optimizar las conversiones, entregando resultados medibles y accionables en todos los activos digitales de la compañía para impulsar el crecimiento del negocio y del ROI a partir del análisis de datos y del comportamiento de los clientes y usuarios.
Conocimientos
 Capacidad para gestionar Social Media desde un punto de vista estratégico
 Dominio de SEO en contenidos y conocimientos funcionales de SEO técnico
 Herramientas de gestión Deseables (Agora Pulse, Shareable, Social Bakers, Zapier, Sproud Social entre otras)
 Conocimiento de Analytica Web, Inbound Marketing, Digital Marketing
 Conocimientos del funnel (el embudo de conversión)
 Compra de medios masivos
 Google Ads, Facebook Ads y pauta programática.
 Experto en MS Office (Word, Excel, Powrpoint, etc)
 A/B Testing"
Desarrollador/a  Tibco modalidad remoto,Messina Market & Catering,2 months ago,,"Importante compañia busca incorporar a su equipo de trabajo Desarrollador/a Tibco modalidad remota puede laborar desde cualquier ciudad del pais , con experiencia minima de 3 años manejando herramientas como y lenguajes (Java, SQLServer, Tibco) Deseable experiencia en desarrollo con metodologías ágiles.
Modalidad 100% remota
Salario de 9.000.000 a 12.000.000 dependiendo de la experiencia
profesional o de ultimos semestres de ingeneria"
Analista Financiero,Amaris Consulting,2 weeks ago,74 applicants,"Who are we?
Amaris Consulting es una firma independiente de asesoría tecnológica que ofrece servicios de orientación y soluciones para las empresas.
Reúne a más de 7 600 personas distribuidas en 5 continentes y más de 60 países. Con más de 1 000 clientes en todo el mundo, hemos implementado soluciones en proyectos importantes durante más de una década.
Nuestros especialistas cubren sectores que abarcan desde servicios financieros y transporte hasta atención sanitaria y tecnología.
Amaris es su ‘stepping stone’ para atravesar ríos de cambio, afrontar retos y realizar todos sus proyectos con éxito.
Job Description
Buscamos consultores dinámicos para hacer crecer nuestro equipo de 
Sistemas de Información y Digital
 en 
Medellin o Bogota
. Tu experiencia, conocimiento y compromiso nos ayudarán a afrontar los retos de nuestros clientes.
Estarás apoyando diferentes proyectos a través de tu experiencia como 
Analista Financiero.
Sus Principales Responsabilidades
Participar en el desarrollo y personalización de aplicaciones y sistemas basados en tecnología Oracle, utilizando herramientas como PL/SQL, Oracle Forms, Oracle APEX, entre otras.
Colaborar en el proceso de planificación y presupuestación anual.
Evaluar escenarios de negocio y su impacto financiero mediante el uso de modelos predictivos.
Analizar estados financieros, incluidos el balance, el estado de resultados y el flujo de caja.
Garantizar la seguridad y el cumplimiento normativo de los sistemas y datos Oracle, implementando controles de acceso adecuados, políticas de seguridad y medidas de protección de datos.
Requisitos
Experiencia de mas de 2 años en cargos similares.
Título universitario en Finanzas, Contabilidad, Economía o campo relacionado.
Capacidad para interpretar datos financieros complejos y proporcionar recomendaciones claras y accionables.
Dominio de software financiero y herramientas de modelado, como Excel, y familiaridad con software de ERP y BI (por ejemplo, SAP, Oracle, Power BI).
Inglés avanzado B2 indispensable.
Amaris Consulting se enorgullece de ser un lugar de trabajo con igualdad de oportunidades. Estamos comprometidos con la promoción de la diversidad dentro de la plantilla y la creación de un entorno de trabajo inclusivo. Para ello, damos la bienvenida a las solicitudes de todos los candidatos cualificados, independientemente de su género, orientación sexual, raza, etnia, creencias, edad, estado civil, discapacidad u otras características."
Senior Data Engineer-GCP,TelevisaUnivision,3 weeks ago,153 applicants,"TelevisaUnivision is the leading Spanish-language media company in the world! We’re investing in our content, our people, and our properties, which span digital, streaming, social, audio, linear and live events. We’re growing our offerings, building on the launch of our successful streaming platform ViX.
The Data Engineering team 
at TelevisaUnivision for VIX Streaming is looking for a 
Senior Data Engineer 
to join our team! This team handles design, development and maintenance of high-volume data pipelines and ETL process that populate the analytics data warehouse and works closely with the Engineering and Analytics teams.
ABOUT YOU:­­­
To succeed on this team, you must be very familiar with the Google Cloud Platform and big data technologies. In addition, candidate must have 7-10 years experience building high quality data pipelines and have a deep understanding of data and dimensional modeling concepts.
YOUR DAY-DAY:
Familiarity with cloud data environments, especially Google Cloud Platform
Building and maintaining big data ETL pipelines using Google Cloud Composer, Python and SQL
Building, managing and maintaining data ingestion processes landing data into Google Storage and Big Query
Enhancing and maintaining the analytics data warehouse on Big Query
Building, managing and maintaining data ingestion processes landing data from Pub/Sub using Data Flow
YOU HAVE:
7-10 years’ experience in data engineering
Demonstrated knowledge of building and owning reliable end to end data pipelines
Demonstrated expert level experience with GCP
Demonstrated expert level understanding of Airflow and Google Composer
Demonstrated expert level understanding of Big Query, Google Storage, Data Flow and Pub/Sub
Demonstrated expert level understanding of Datawarehouse best practices including Relational and Dimensional Modeling
Demonstrated expert level understanding of SQL, Python and Java
Demonstrated strong troubleshooting and problem-solving skills
Desired Qualifications, Skills, and Experience
Ability to thrive in a high pressure and rapidly changing, less structured environment
Ability to multi-task, meet deadlines, and maintain focus and confidentiality
Strong relationship building ability
Excellent written and verbal communication skills
Full professional proficiency in English and Spanish
Bachelor's Degree or Equivalent
Has knowledge of and actively consumes Univision content, a plus!
ELIGIBILITY REQUIREMENTS
Employment/education will be verified
Applicants must be currently authorized to work in Colombia on a full-time basis"
Expert Engineer Salesforce,NTT DATA Europe & Latam,2 weeks ago,,"NTT DATA es una empresa multinacional japonesa de servicios y consultoría de TI con sede en Tokio, Japón. Contamos con más de 152.000 colaboradores en todo el mundo. Nuestro talento nos ha hecho poder decir con orgullo que somos una de las 6 empresas TOP de tecnologías en el mundo.
Actualmente estamos en búsqueda de ""Expert Engineer Salesforce"" para el departamento de Enterprise & Cloud Solutions
¿Que se requiere para aplicar a esta oferta?
Profesional en Ingeniería de Sistema o carreras a fines
Experiencia mayor o igual a 2 años trabajando en Arquitectura con Salesforce. 
Experiencia en implementaciones sobre Salesforce en las nubes de Sales, Services y Field Services.
Capacidad de liderar el diseño de la arquitectura de la solución
Dar soporte técnico al equipo de desarrollo y asegurar la calidad de la solución global desde un punto de vista técnico: escalabilidad, flexibilidad, mantenibilidad, entre otros. 
Experiencia en el lineamiento de solución y buenas prácticas al equipo implementador.
Conocimiento en consumo y exposición de integraciones desde Salesforce. 
Encontrarás
Un ambiente enfocado en el aprendizaje y crecimiento profesional.
Un modelo de trabajo basado en la responsabilidad y autogestión
Medicina prepagada
Seguro de vida
Bono de conectividad
Convenios corporativos
Curso de inglés
Flex time
¡¡Queremos conocerte!! ¡Postula y comparte!"
Growth Hacker,Banco Unión,1 week ago,,"Gestionar y monitorear el rendimiento de las diferentes plataformas sociales para optimizar las conversiones, entregando resultados medibles y accionables en todos los activos digitales de la compañía para impulsar el crecimiento del negocio y del ROI a partir del análisis de datos y del comportamiento de los clientes y usuarios.
Conocimientos
 Capacidad para gestionar Social Media desde un punto de vista estratégico
 Dominio de SEO en contenidos y conocimientos funcionales de SEO técnico
 Herramientas de gestión Deseables (Agora Pulse, Shareable, Social Bakers, Zapier, Sproud Social entre otras)
 Conocimiento de Analytica Web, Inbound Marketing, Digital Marketing
 Conocimientos del funnel (el embudo de conversión)
 Compra de medios masivos
 Google Ads, Facebook Ads y pauta programática.
 Experto en MS Office (Word, Excel, Powrpoint, etc)
 A/B Testing"
Desarrollador web,Advanced Fertility Center of Texas,3 months ago,,"Importante empresa del cuidado y belleza para la piel, esta en búsqueda de Profesional en ingeniería Informática, Sistemas o similares y/o carreras afines, con experiencia mínima de tres (3) años en trabajo de código y programación para implementar funcionalidades del e commerce, preferiblemente en empresas de consumo masivo.
Horarios: Lunes a Viernes 8am a 6 pm
Salario: $ 3.000.000 + prestaciones sociales de ley + fondo de empleados.
Con posibilidad de vinculación directa con la compañía."
Ingeniero de Desarrollo web,Falabella,2 weeks ago,,"En Falabella estamos en la búsqueda de un Profesional en Ingeniería de Sistemas o Electrónica, con conocimientos en gestión de proyectos, desarrollo de aplicaciones web y bases de datos, con mínimo Tres años de experiencia en análisis, diseño, desarrollo, implementación y soporte de aplicaciones web, cargos de BI y Data Analytics, Conocimiento en: herramientas de gestión (Jira , bizagi, Planner), Lenguajes de programación: SQL, .Net, C# Java(opcional), Ciclo de vida de desarrollo de software, estándares de desarrollo y buenas prácticas de programación. para desempeñar funciones relacionadas con lareportería general del área de Ecommerce, compilación, análisis y lectura de datos; velando por la calidad de estos. Así como la creación de modelos y la generación de insights para sus diferentes sus diferentes clientes internos.
 
#Falabella
#FalabellaQuiereCrecerContigo
#SomosFalabella"
Analista de crédito,Messina Market & Catering,2 months ago,,"¡Estamos en búsqueda de un Analista de Crédito!
Requisitos
 Experiencia como Analista de Crédito.
 Conocimiento en la realización de análisis de operaciones, capacidad de descuento y pago.
 Familiaridad con la normativa vigente relacionada a la otorgación de créditos.
 Experiencia en el manejo de CIFIN y otras bases de datos similares. (No indispensable)
 Formación académica desde Bachiller
Ofrecemos
Contrato: Obra labor
Horario: Lunes a sábados (disponibilidad de 1 o 2 domingos al mes). Turnos Rotativos de 6 am a 2 pm - 11 am a 7 pm - 1 pm a 9 pm
Salario: $1,300,000 + prestaciones de ley + recargos
Lugar a laborar: Barrios Unidos (Polo)
Funciones: Realizando capacidad de descuento y pago , análisis de operación en solicitudes de crédito para el producto libranza, manejo de CIFIN (No indispensable), cumplimiento de productividad.
Si estás interesado en formar parte de nuestro equipo de trabajo y cumples con los requisitos mencionados, ¡no dudes en aplicar a esta vacante! Ofrecemos un ambiente laboral agradable y desafiante."
AI Engineer,Star,2 weeks ago,159 applicants,"Star is launching the 
AI Innovation Hub
, an R&D, Design, Engineering, and Scaling powerhouse that will focus on guiding enterprises within the AdTech, HealthTech, Automotive & FinTech spaces on their journey to adopt AI to create new ways of working and disruptive user experiences.
The lab will primarily focus on introducing new AI capabilities to Star's service portfolio, conducting R&D activities to apply AI to the company's internal processes, fostering a community of AI enthusiasts, building collective knowledge and expertise on AI, and collaborating with the commercial organization to promote the service to new and existing clients.
We are looking for you!
We are looking for an 
AI Engineer (Research & Development). 
As an AI Engineer, you will join the R&D team working on AI products and help scale the AI offering through marketing activity.
Skills and experience you can bring to this role!
Qualifications & experience:
You are particularly interested in emerging AI tech, LLMs, and generative AI. You follow the news, new developments, and academic research. You are excited about its potential impact on product development in the upcoming years.
You are interested in going beyond the technical side. You could work as a consultant, demonstrate an understanding of business and product aspects, and generate product ideas
You understand and can explain how business value could be generated out of the use of AI technologies
You've investigated the practical application of generative AI/LLMs through pet projects and PoCs, exploring ready-to-go products, and you can demonstrate or discuss the output.
You enjoy writing code, preferably in Python and have 3+ years of experience in commercial development.
You know what prompt engineering, vector databases, embeddings, multi-stage reasoning, RAG, and MLOps are, and you have had a practical (could be non-commercial) experience with some of the listed things.
You enjoy communication and can talk to both technical and non-technical stakeholders.
Nice to have: 
You've worked on data processing and ML model development before.
You have build ML/AI powered solutions and used available services & tools and/or build bespoke ML models/solutions.
You are active in the growing AI community, attend webinars, events, and meetups, or are interested in becoming active.
You have some front-end experience building simple UIs to demonstrate solutions end-to-end or are open to gaining such.
You are interested in developing a personal brand through participation in content creation in collaboration with marketing & AI Lab.
What Impact You’ll Make
Participate in research and development activities by working on Star's internal AI products.
Create proof of concepts for our clients and prospects, focusing on applying AI technologies.
Monitor and research changes in the AI developer ecosystem and approaches and apply them in practice to develop Star's AI capabilities.
Participate in client calls during late sales cycle stages, present technical expertise, and help build solutions. 
Act as a subject matter expert on AI to assist with Star's marketing and branding efforts.
What You’ll Get
Regardless of your position or role, we have in place a wide array of benefits including flexible working (hybrid/remote models) and generous time off policies to make it easier for all people to thrive and succeed at Star. On top of that, we offer an extensive rewarding and compensation package, intellectually and creatively stimulating space and some more.
Your holistic wellbeing is central at Star. You'll join a warm and vibrant multinational environment filled with impactful projects, career development opportunities, mentorship and training programs, fun sports activities, workshops, networking and outdoor meet-ups."
UI Developer,Bold Business,1 day ago,,"Summary:
We are seeking a talented and passionate UI Developer with substantial experience in Figma to join our growing design and development team. The ideal candidate will have a keen eye for detail, a deep understanding of user interface design principles, and the technical skills to translate high-fidelity Figma designs into interactive web applications. Your expertise in EMR systems and wireframing will be crucial in delivering high-quality products that meet the needs of healthcare professionals and patients.
Responsibilities:
Collaborate with UX/UI designers, product managers, and developers to create intuitive and visually appealing user interfaces
Translate Figma designs and prototypes into fully functional, responsive web interfaces using HTML, CSS, JavaScript, and modern front-end frameworks
Ensure the technical feasibility of UI/UX designs and optimize applications for maximum speed and scalability
Create detailed wireframes, mockups, and prototypes to effectively communicate design ideas and workflows
Collaborate with backend developers to integrate UI components with EMR systems, ensuring seamless data flow and functionality
Implement and maintain reusable code and component libraries for future use
Conduct thorough testing and debugging of UI elements to ensure optimal performance across various browsers and devices
Stay up-to-date with the latest industry trends, technologies, and best practices in UI design and development
Participate in code reviews and provide constructive feedback to peers
Collaborate with the back-end development team to integrate UI components with server-side logic
Requirements:
Bachelor’s degree in Computer Science, Graphic Design, or a related field, or equivalent experience
Proven experience as a UI Developer or similar role with a strong portfolio showcasing your work
Proven experience with EMR systems and healthcare applications
Strong portfolio showcasing wireframing, mockups, and UI designs
Proficiency in HTML5, CSS3, JavaScript, and familiarity with front-end frameworks/libraries such as React, Angular, or Vue.js
Extensive experience with Figma for designing and prototyping user interfaces
Strong understanding of responsive design principles and cross-browser compatibility issues
Experience with version control systems, preferably Git
Excellent problem-solving skills and attention to detail
Strong communication and collaboration skills
About Us
Bold Business is a remote-first, global outsourced solutions company with over $7B in service solutions over the past 25 years. Our international team helps the world’s leading companies transform their ideas into bold impacts. From Fortune 500 organizations looking to reduce operational costs by 40%-60% to fast-growth startups looking to scale, we work behind the scenes and empower companies to do more for less.
If you like to move fast and have a bias for action, you’ll fit right into our fast-paced, results-based environment. We’re a 100% remote/virtual team environment where you can work from wherever you are.
Powered by JazzHR
BhSXaomUOH"
"Desarrollador Cobol - Bogotá, Colombia","ASENEG SAS: Head Hunter, Outsourcing TH & Personal Temporal",21 hours ago,,"Empresa De TI Requiere Para Su Equipo De Trabajo
Desarrollador Cobol 
Requisitos
Profesional en Ingeniería de Sistemas o carreras afines.
Con mínimo dos (2) años de experiencia en Desarrollo Cobol, Cobol CICS, Altamira, JCL, Control-M.
 Conocimiento en SQL, DB.
 Deseable conocimiento y experiencia en el sector financiero.
Condiciones Laborales
Lugar de Trabajo: Bogotá.
Modalidad de Trabajo: Híbrido.
Tipo de Contrato: Obra Labor inicialmente por un (1) año.
Salario: a convenir de acuerdo a experiencia.
Esta oferta de trabajo es publicada bajo la propiedad exclusiva de ticjob.co"
Desarrollador en Servicios de Genexux,ADA S.A.S,1 day ago,,"Somos una empresa de tecnología/informática enfocada en el desarrollo de software con más de 30 años en el mercado. Nos encontramos en búsqueda de un Desarrollador en Servicios de Genexux
Formación
Título profesional en Ingeniería de Sistemas, Telemática, Mecatrónica, Electrónica, Telecomunicaciones o afines
Certificaciones: Certificaciones de Analista GeneXus y/o Analista GeneXus for Mobile.
Experiencia Y/o Habilidades
4 años en los últimos tres años en análisis de sistemas y programación en Genexus, versiones 15, 16, 17, 18 y Genexus X Evolution 3, tanto para plataformas web como móviles, Implementación de pantallas de captura de información, gestión de transacciones y desempeño de las funciones analista/desarrollador en Genexus. 3- Experiencia en tecnologías .NET, como ASP.NET y C#, y proyectos web anteriores, Experiencia en desarrollo de aplicaciones móviles (iOS y Android) y ejemplos de proyectos publicados en la App Store.Experiencia en el trabajo con Oracle, SQL Server y SQLite (móvil), y conocimientos en modelaje y operaciones de manipulación de datos. 6- Experiencia en la integración de aplicaciones GeneXus con servicios web utilizando protocolos como REST o SOAP. Experiencia en el uso del Controlador de Versiones GxServer.Experiencia en el manejo del patrón de desarrollo Work With Plus en GeneXus. Conocimientos en tecnologías adicionales utilizadas con GeneXus, como HTML, CSS, JavaScript o Xamarin
Condiciones Contractuales
Tipo de contrato: Término Indefinido
Salario: Negociable de acuerdo con experiencia y habilidades.
Lugar de trabajo: Remoto
No te pierdas esta gran oportunidad, te estamos buscando para nuestro equipo de trabajo.
Si estás en búsqueda de desarrollo y crecimiento y cumples con los requisitos, esta oportunidad es para ti."
Analista de tecnología,Branova Limited,4 months ago,103 applicants,"Importante empresa del sector industrial requiere Analista de tecnología; Ingeniero o tecnólogo en Informática con 3 años de experiencia quien será la persona encargada de controlar y gestionar los recursos de la infraestructura de tecnologia, dar soporte al software y hardware garantizando el correcto funcionamiento de las aplicaciones.
Debe Contar Con Conocimientos Técnicos En
Administración y conocimiento de Servidores Windows y Linux.
Conocimiento de buenas prácticas normalizadas (ITIL, PMO, COBIT, etc.).
Conocimiento avanzado de sistemas de virtualización por software VMware.
Conocimiento en bases de datos MySQLy SQL.
Soporte a usuarios.
Principales Funciones
Administrar y gestionar la infraestructura tecnológica de la compañía, servidores de voz y datos.
Administrar y desarrollar en bases de datos SQL.
Administrar, gestionar y controlar los cronogramas de proyectos definidos en el plan de transformación digital.
Horario: lunes a viernes 7:00 am a 4:00 pm (1 día de trabajo en casa). La empresa cuenta con servicio de casino y ruta de acercamiento
Salario: $ 2.500.000; prestaciones de ley."
Junior Manual Tester,EPAM Anywhere,7 hours ago,,"Are you a tech professional looking for remote work in a global setting? If yes, this job is for you.
Welcome to EPAM Anywhere - a global job platform offering remote work opportunities in the technology sector. Join us to build a career around your lifestyle working on modern projects for global brands and exciting start-ups.
We accept 
CVs in English only.
We’re looking for a 
remote Manual Tester
 with 6+ months of QA / Functional testing experience, knowledge of SQL, and Unix-like OS usage experience to join our team.
The customer is a wholesale distributor of computers, computer peripheral equipment, and computer software.
Responsibilities
GUI/web/mobile testing
Testing back-end protocols, APIs, etc.
Logs analysis, working with various configuration and XML files
Requirements
6+ months of experience in QA / Functional testing
Capital markets knowledge is required
Unix-like OS usage experience is necessary
Some experience in functional testing of server-side applications, at least doing something more than simple
GUI/web/mobile testing, for example testing back-end protocols, APIs, etc.
Knowledge of SQL is absolutely necessary, experience in Oracle/PLSQL is welcomed
Experience in logs analysis, working with various configuration and XML files
Intermediate and higher level of written English is required, spoken English is welcomed (B1+)
Ability to quickly get familiar with new business areas/requirements
Shifted work hours; availability during US working hours to work with US based personnel
We offer
Prepaid Medicine with Colsanitas for you and your legal dependents 
MetLife Life Insurance for you 
Thousands of projects for top brands
Stable income
100% remote work forever
Free licensed software
Possibility to work on your own device (BYOD)
Stable workload
Flexible engagement models
Free trainings for technical and soft skills 
Free access to LinkedIn Learning platform
Support from a personal Skill Advisor
Language courses 
Free access to internal and external e-Libraries 
Access to internal communities and competency centers 
Certification opportunities
This is a remote position and we welcome applications from anywhere in Colombia.
Once you apply, you'll receive a confirmation email with a link to EPAM Anywhere platform. Sign up with this link to automate your pre-screening, be able to monitor your application statuses, and enjoy a faster job application process.
Please note that even though you are applying for this position, you may be offered other projects to join within EPAM Anywhere.
EPAM Anywhere is a part of EPAM Systems, Inc. (NYSE: EPAM). Since 1993, EPAM has leveraged its advanced software engineering heritage to become the foremost global digital transformation services provider."
"Despachadora y/o Programadora de Flota, experiencia de 1 año a más - 24340",Colombiana de Comercio / Corbeta / Alkosto S.A,6 days ago,,"¡Te estamos buscando!
Si eres graduada en carrera profesional de áreas administrativas o de logística y cuentas con experiencia mínima de 1 años a más en cargos relacionados a la programación y despacho de flotas: haz parte de este gran equipo y postúlate con nosotros.
¿Cuál será tu misión?
Asegurar la flota de carro en las operaciones de transporte, que se soliciten tanto con vehículos de flota propia como con el outsourcing de transporte, garantizando el cumplimiento de los niveles de servicio.
¿Qué requerimos?
Profesional graduada de carrera administrativas o de logística, con experiencia de 1 año a más en funciones relacionadas en el manejo y gestión de vehículos para despachos, manejo de servicios de transporte y flotas para carga de mercancía no líquida, manejo y gestión de sistemas de cobro, gestión de fletes, manejo de informes e indicadores, entre otros. Es muy vital que tengas conocimiento en tipologías de vehículos y capacidades vehiculares, conocimiento en rutas y normatividades vigentes.
¿Qué condiciones te ofrecemos?
Disponibilidad para trabajo domingo a domingo en turnos rotativos.
Contrato fijo directo con la compañía, con posibilidad de pasar a indefinido luego de evaluación del periodo de prueba.
Salario básico (con posibilidades de aumento pasado periodo de prueba) + prestaciones de ley.
Estabilidad laboral, beneficios extralegales, plan carrera, plan de estudios, plan de vivienda, fondo de empleados y demás beneficios."
"Desarrollador ETL - Trabajo Remoto - Barranquilla, Distrito Especial, Industrial Y Portuario, Colombia",BairesDev,3 weeks ago,25 applicants,"En BairesDev® llevamos 15 años liderando proyectos de tecnología para clientes como Google, Rolls-Royce y las startups más innovadoras de Silicon Valley. Actualmente, contamos con un equipo de 4000 profesionales conformado por el top 1% de la industria trabajando de forma remota desde más de 50 países.
Al postularte a esta vacante, estarás dando el primer paso en un proceso que va más allá de lo convencional: Buscaremos conocer en profundidad tus habilidades, intereses y expectativas con el objetivo de realizar una búsqueda personalizada y encontrar el rol ideal para ti en BairesDev.
Desarrollador ETL en BairesDev
Buscamos Desarrolladores ETL para sumarse al equipo de Desarrollo y participar en distintos proyectos conformados por equipos multiculturales distribuidos en todo el mundo. Buscamos personas proactivas, dinámicas y team players, con gran capacidad de organización, acostumbradas a manejar múltiples tareas y con marcada atención al detalle. Se trata de una excelente oportunidad para aquellos profesionales que busquen desarrollarse en una de las empresas con mayor crecimiento de la industria!
Estos desarrolladores enfrentarán numerosos desafíos técnicos, por lo cual deberán utilizar tecnologías actuales, involucrarse en el mundo mobile, de aplicaciones web, dispositivos, etc.
Principales Responsabilidades
 Diseñar y desarrollar (mejoras y mantenimiento) nuevas soluciones ETL.
 Mejorar los trabajos de ejecución lenta con la ayuda del rediseño y mejores procesos ETL para satisfacer las necesidades comerciales.
 Apoyar al equipo para diseñar, modelar, desarrollar y mantener los objetos de bases de datos SQL existentes y nuevos, necesarios para todas las soluciones de negocios.
¿Qué Buscamos?:
5+ años de experiencia en el desarrollo de soluciones ETL y experiencia en el diseño e implementación de modelos de bases de datos relacionales según las necesidades del negocio.
 Experiencia en desarrollo de bases de datos, diseño, análisis, soporte en entornos de desarrollo, pruebas y producción con diversos dominios comerciales.
 La experiencia de Python es una gran ventaja.
 La licenciatura en informática o equivalente es altamente deseable.
 Nivel de inglés avanzado.
Qué ofrecemos para que tu trabajo (y tu vida) sea más fácil:
Trabajo 100% remoto: trabaja desde tu casa o donde quieras.
Compensación en USD o en tu moneda local, como prefieras, muy por encima de la media del mercado.
Hardware y software.
Horarios flexibles
Licencias por mater/paternidad, vacaciones y días festivos nacionales pagos.
Ambiente laboral multicultural e innovador, perfecto para hacer amigos, colaborar y aprender de las personas más talentosas del mundo.
Oportunidades de crecimiento y desarrollo profesional a través de mentorías y entrenamientos.
¡Únete a nuestro equipo global!"
Software Engineer for AI Training Data (Python),G2i Inc.,4 hours ago,,"Accepted Locations
We are accepting applicants from the US, Canada, and most countries in LATAM and Europe. We are accepting some countries in Africa and Asia. For the full list of accepted locations click here. This work is 100% remote.
Loom Video
Our Founder/CEO, Gabe Greenberg, created a more in depth Loom video that we highly recommend you watch! Check it out here: https://www.loom.com/share/5a8972c7fbbf46aaa3f389b2b6391c40
Overview
You’ll join an expert annotation team to create training data for for the worlds most advanced AI models. No previous AI experience is necessary. You'll get your foot in the door with one of the biggest players in the AI/LLM space today. We are seeking software engineers with 3+ years of experience to train AI large language models, helping cutting-edge generative AI models write better code. Projects typically include discrete, highly variable problems that involve engaging with these models as they learn to code. We currently have 200+ roles open!
What Will I Be Doing?
Evaluating the quality of AI-generated code, including human-readable summaries of your rationale
Solve coding problems, writing functional and efficient code
Writing robust test cases to confirm code works efficiently and effectively
We asked the technical project manager to go into even more detail and this is how he answered: It is solving coding challenges, creating instructions to help others, reviewing the code before it goes into the model, and there's a ton of variety in the projects. We have everything from ""which piece of Python code is better?"" to ""make a full mobile application using this chatbot, and improve the chatbot's responses afterwards to make it faster""
Pay Rates
US - 50/hr
Brazil - 28.70 USD /hr
Egypt - 22.05 USD /hr
Phillipines - 25.55 USD /hr
All other Non US Countries - 35 USD /hr
Expectations are 15+ hours per week however there is no upper limit. We have engineers working 20-40 hrs per week and some that are working 40+ hours per week. You can work as much as you want to. You'll get paid on a weekly basis. You get paid per hour of work done on the platform. 
Contract Length
Long term, there is no end date. They expect to have work for the next 2 years. 
You can end the contract at any time. Our hope is that you would commit to 12 months of work, but if you start and it's not a fit for you, we totally understand. 
Flexible Schedules
Developers can set their own hours - ideal candidates will be interested in spending 40 hours a week. They will be with teams, so strong performers will adapt to the urgency of projects and stay engaged, but incredibly flexible on working hours. 
Take a 3 hour lunch, no problem. You are paid according to time spent on the platform, which is calculated in the coding exercises, as opposed to tracking your own hours. 
Interview Process
Apply using this Ashby form
If you look like a good fit, we'll send an async RLHF code review that will take 35 minutes and would need to be finished within 72 hours of us sending it. 
You'll receive credentials to the RLHF platform. We'll setup a group call to answer further questions about onboarding with the company. 
You'll perform a simulated production level task RLHF task on the platform. This will be your final interview and will ultimately determine your employment and leveling. 
Tech Stack Priorities
The current priority for this team is engineers with either a Data Science background that know Python well or software engineers that are well versed with Python. 
Required Qualifications:
3+ years of experience in a software engineering/software development role. 
Complete fluency in the English language. 
Ability to articulate complex scientific concepts clearly and engagingly. 
Excellent attention to detail and ability to maintain consistency in writing. 
Solid understanding of grammar, punctuation, and style guidelines. 
Proficiency with Python
Nice To Have's:
Bachelor's and/or Master’s degree in Computer Science
Proficiency in working with one or more of the following: Java, JavaScript, TypeScript, C++. SQL, Swift, Ruby, Rust, Go, NET, Matlab, PHP, HTML, DART, R, Apex, and Shell, C, C#
Recognized accomplishments or contributions to the coding community or in projects. 
Proven analytical skills with an ability to approach problems creatively. 
Adept communication skills, especially when it comes to understanding and discussing project requirements. 
A commitment to continuous learning, and staying updated with the latest in coding advancements and best practices. 
Enthusiasm for teaching AI models and experience with technical writing!"
Analista de Ventas,POSTOBON S.A.,1 month ago,85 applicants,"En Postobón vivimos para que te tomes la vida. Si quieres marcar la diferencia y dejar huella, te invitamos a sumarte a nuestro propósito.
En esta oportunidad estamos en la búsqueda de una persona para ocupar el cargo de Analista de Ventas Barrancabermeja en donde tendrás la oportunidad de analizar, programar y hacer seguimiento a los datos de ventas con el fin de asegurar información confiable que contribuya a la correcta aplicación de los procedimientos de ventas según los lineamientos comerciales de la compañía.
Formación: Tecnología en Ciencias Administrativas, Económicas y Financieras, Comerciales deseable Administración, Mercadeo, Finanzas o afines.
Experiencia: 2 años en ejecución y asistencia de procesos administrativos o comerciales
Conocimientos: Indispensable conocimientos Avanzados en Excel.
Responsabilidades Especificas
 Analizar y organizar información de visitas conjuntas, reuniones individuales y demás actividades con el fin de mantener actualizada la información de la sala.
 Facilitar los elementos necesarios para cada miembro de la sala con el fin de contribuir en el normal desarrollo de las actividades.
 Verificar y ejecutar el trámite, cumplimiento y legalización de las negociaciones con el fin de garantizar el correcto establecimiento de las relaciones comerciales.
 Verificar las novedades de las terminales portátiles para contribuir en el oportuno cumplimiento de las cuotas del día.
 Revisar y organizar la “Maestra de Clientes” y la actualización de datos con el fin de garantizar la confiabilidad en la información de los derroteros y Equipos de Ventas."
